TS,X,Y,Z,Activity
1569902184196,9.124313,21.162354,-0.42677307,WALKING
1569902184216,1.9494781,-4.9823303,-6.9126587,WALKING
1569902184236,6.637924,-1.7447815,0.7080841,WALKING
1569902184256,4.5046997,3.7205963,1.672348,WALKING
1569902184276,-2.5809631,10.881653,-1.7842865,WALKING
1569902184296,-5.8765717,18.863922,-3.4847565,WALKING
1569902184316,-5.8550262,19.425964,0.5787964,WALKING
1569902184336,-1.3575134,9.954498,1.4443054,WALKING
1569902184355,1.9536743,6.312317,-0.04550171,WALKING
1569902184377,1.4401093,5.728134,-0.0287323,WALKING
1569902184396,0.802063,6.5242004,-0.17897034,WALKING
1569902184416,-1.1426392,9.26796,-2.2631226,WALKING
1569902184436,-0.6099243,8.992035,-0.3651123,WALKING
1569902184455,-0.62368774,7.281967,-0.11552429,WALKING
1569902184476,-1.5215149,7.407074,0.5015869,WALKING
1569902184497,-1.1180878,7.000046,-0.19871521,WALKING
1569902184515,-0.8996277,7.3932953,-1.0265198,WALKING
1569902184536,-0.9433136,8.910019,0.05506897,WALKING
1569902184556,-0.22744751,9.609131,1.0504608,WALKING
1569902184575,0.70150757,10.213669,1.296463,WALKING
1569902184595,-0.3429718,11.325775,0.15203857,WALKING
1569902184616,-3.0125122,12.19487,-0.7846985,WALKING
1569902184635,-2.7994232,14.118011,-0.04071045,WALKING
1569902184656,-0.12390137,15.223541,3.402771,WALKING
1569902184675,1.8806458,12.010513,3.99234,WALKING
1569902184696,-2.37146,10.717056,1.8902283,WALKING
1569902184715,-3.596695,13.77684,-1.3078308,WALKING
1569902184736,-2.6276398,15.189423,-3.984558,WALKING
1569902184755,2.1757355,11.73938,-1.3778687,WALKING
1569902184775,5.8083344,11.760315,-3.1842957,WALKING
1569902184795,6.043564,17.499222,-0.36871338,WALKING
1569902184815,3.1920776,20.314209,0.59317017,WALKING
1569902184835,0.0927887,16.678009,0.27593994,WALKING
1569902184855,-1.296463,14.542984,1.0767975,WALKING
1569902184875,-1.3527222,13.925873,0.48182678,WALKING
1569902184894,-2.7263947,11.461044,-1.2240448,WALKING
1569902184915,-1.0797882,6.5164185,-3.9941406,WALKING
1569902184935,2.0602112,2.4809875,-2.3582916,WALKING
1569902184955,3.3016052,1.4263458,0.22984314,WALKING
1569902184974,2.1883087,1.1551971,0.36213684,WALKING
1569902184994,2.5725708,0.557251,0.3280182,WALKING
1569902185014,2.9694214,-0.027542114,-0.0574646,WALKING
1569902185035,2.102707,0.17358398,-0.019760132,WALKING
1569902185054,1.4796143,0.9642639,0.32800293,WALKING
1569902185074,2.2272034,2.426529,2.4325104,WALKING
1569902185096,2.6617584,4.6429596,4.739929,WALKING
1569902185114,2.1338348,10.669769,7.874527,WALKING
1569902185134,0.6500397,23.140564,14.670471,WALKING
1569902185154,3.3770294,24.633942,15.309723,WALKING
1569902185175,1.9626465,9.900635,9.01178,WALKING
1569902185194,2.5582123,-0.56562805,4.502304,WALKING
1569902185214,4.747101,-3.3423157,5.625183,WALKING
1569902185235,4.700424,6.3979034,4.5471954,WALKING
1569902185255,-0.1945343,31.261688,3.142395,WALKING
1569902185274,4.7459106,22.190659,-2.592926,WALKING
1569902185294,2.169159,-0.64224243,-6.968918,WALKING
1569902185314,7.387909,0.66259766,5.530014,WALKING
1569902185334,1.2258301,6.300354,0.52552795,WALKING
1569902185353,-4.5711365,11.311417,-3.6427765,WALKING
1569902185373,-4.833893,17.03714,-1.0265198,WALKING
1569902185395,-5.640747,16.417053,0.32322693,WALKING
1569902185415,-1.9028015,10.222656,0.8607178,WALKING
1569902185434,4.0923004,7.2400665,-0.6649933,WALKING
1569902185453,2.7371826,6.3817444,0.57162476,WALKING
1569902185474,1.083374,6.475128,-0.26815796,WALKING
1569902185494,-2.4450836,8.12114,-0.8822632,WALKING
1569902185513,-1.5574341,9.075821,-1.9841919,WALKING
1569902185533,-1.2318268,8.170822,0.7008972,WALKING
1569902185553,-2.0147247,7.715912,1.3952179,WALKING
1569902185573,-1.5819702,7.0503235,0.7374115,WALKING
1569902185593,-0.9606781,6.518814,-1.0726013,WALKING
1569902185613,-0.9277649,8.215698,-0.6452484,WALKING
1569902185634,-0.5392914,9.597153,0.78889465,WALKING
1569902185652,-0.126297,9.6827545,1.1965027,WALKING
1569902185673,-0.43455505,10.550644,-0.1257019,WALKING
1569902185694,-1.367096,11.520309,-0.1663971,WALKING
1569902185714,-2.9975433,11.990173,-1.727417,WALKING
1569902185733,-1.561615,14.607025,0.40701294,WALKING
1569902185752,-0.8607178,15.935211,1.8285675,WALKING
1569902185773,-0.6769562,16.092636,-1.995575,WALKING
1569902185792,-0.7972717,14.9362335,0.85354614,WALKING
1569902185814,0.21548462,13.470978,0.82180786,WALKING
1569902185834,2.105713,8.575439,-1.9315338,WALKING
1569902185852,1.3443451,9.522949,-2.2493591,WALKING
1569902185873,-0.76075745,15.241501,-0.8307953,WALKING
1569902185892,1.8860321,16.331451,-2.169754,WALKING
1569902185912,4.9667816,16.232101,1.9937744,WALKING
1569902185932,3.75531,16.394897,1.9859924,WALKING
1569902185952,3.126236,14.660904,-3.0214844,WALKING
1569902185973,-0.35614014,12.443268,0.39624023,WALKING
1569902185994,-2.6114807,9.0542755,-0.27774048,WALKING
1569902186012,-2.640808,6.3895264,-2.2260132,WALKING
1569902186033,0.23883057,3.9199066,-1.9704285,WALKING
1569902186051,2.3810425,1.8435364,0.0023956299,WALKING
1569902186073,2.1362305,0.49201965,0.40342712,WALKING
1569902186092,2.2098541,-0.44473267,0.6326752,WALKING
1569902186114,1.635849,-0.7751312,1.0839844,WALKING
1569902186132,1.1240845,-0.67996216,1.2473907,WALKING
1569902186154,1.3246002,0.10774231,2.818573,WALKING
1569902186171,2.209259,2.4061737,5.1954193,WALKING
1569902186194,1.9818115,7.5435333,8.188171,WALKING
1569902186213,1.0271149,16.872543,13.497314,WALKING
1569902186233,2.8640594,24.010254,14.976929,WALKING
1569902186251,3.0663757,18.182175,9.482239,WALKING
1569902186273,2.5875397,8.872314,2.937683,WALKING
1569902186292,7.15567,0.051483154,4.3987427,WALKING
1569902186314,8.368942,1.4251556,8.051697,WALKING
1569902186332,4.107849,14.607025,8.297714,WALKING
1569902186353,-0.78770447,22.111053,1.2306213,WALKING
1569902186371,1.529892,8.147476,-6.1333466,WALKING
1569902186392,4.319748,0.5746155,-3.371643,WALKING
1569902186412,3.9534302,4.8123474,3.7918243,WALKING
1569902186432,-1.7555542,9.665405,0.25079346,WALKING
1569902186451,-6.095642,15.139145,-1.5837708,WALKING
1569902186473,-7.163452,16.920425,-0.7733307,WALKING
1569902186491,-1.8884277,12.268494,0.8313904,WALKING
1569902186512,4.479553,8.407242,0.46806335,WALKING
1569902186530,2.8939972,8.0026245,0.47406006,WALKING
1569902186552,0.8619232,8.610153,-0.72724915,WALKING
1569902186571,-1.4502869,9.46608,-1.3209991,WALKING
1569902186592,-2.4756012,8.26059,-0.5698242,WALKING
1569902186612,-1.8465271,7.742859,0.3028717,WALKING
1569902186634,-0.77871704,7.847,1.7184448,WALKING
1569902186650,-0.67277527,8.605957,0.77871704,WALKING
1569902186673,-0.16760254,8.725082,-0.2741394,WALKING
1569902186690,0.15681458,7.689575,-0.31484985,WALKING
1569902186713,0.52194214,8.113358,0.8313904,WALKING
1569902186730,0.70269775,9.420593,0.9864197,WALKING
1569902186752,0.45491028,10.857101,0.48960876,WALKING
1569902186770,-1.0169373,11.288071,-0.55485535,WALKING
1569902186794,-0.9493103,11.828552,0.05328369,WALKING
1569902186811,-0.042510986,13.245926,1.7944489,WALKING
1569902186834,-0.24899292,13.63559,1.4317322,WALKING
1569902186850,-1.4215698,12.718002,0.5279236,WALKING
1569902186871,-1.8722687,13.55896,-1.5292969,WALKING
1569902186889,-1.6502075,13.702621,-0.24301147,WALKING
1569902186913,-0.1777649,11.790848,0.35255432,WALKING
1569902186930,0.9636688,8.787323,0.119125366,WALKING
1569902186953,-0.0574646,8.510193,-0.7805176,WALKING
1569902186969,0.5500641,13.093887,-0.4698639,WALKING
1569902186992,2.4570465,16.361984,-1.6573944,WALKING
1569902187010,4.656128,16.65886,0.4806366,WALKING
1569902187032,2.9873657,15.085876,0.09996033,WALKING
1569902187049,1.6286621,13.375214,-2.1799164,WALKING
1569902187071,1.0839844,11.829758,-0.62309265,WALKING
1569902187089,-0.44174194,9.236237,1.7369995,WALKING
1569902187111,-1.5765839,6.8767548,-0.6614075,WALKING
1569902187129,-0.42855835,4.855438,0.22984314,WALKING
1569902187149,0.45610046,3.620636,0.75897217,WALKING
1569902187169,1.5233154,2.5791626,0.012573242,WALKING
1569902187189,2.0961304,1.7974548,-0.3357849,WALKING
1569902187208,2.8096008,0.8828583,0.029937744,WALKING
1569902187228,2.435501,0.68055725,0.9295502,WALKING
1569902187248,1.5089569,1.0881653,2.1140747,WALKING
1569902187268,1.7525635,1.6286621,3.190277,WALKING
1569902187288,1.659195,4.537613,4.276642,WALKING
1569902187308,0.63386536,9.731232,6.041168,WALKING
1569902187330,0.21847534,16.927002,9.425369,WALKING
1569902187349,1.6442261,22.620422,15.77121,WALKING
1569902187368,2.481598,17.703934,12.61026,WALKING
1569902187388,-1.035492,6.929428,5.0583496,WALKING
1569902187409,2.6707306,-0.8726959,4.600464,WALKING
1569902187429,3.32135,9.576813,3.0693665,WALKING
1569902187448,3.9306793,26.500229,-3.0801392,WALKING
1569902187468,5.194824,10.163986,-6.7893677,WALKING
1569902187488,4.7088013,0.24839783,0.052078247,WALKING
1569902187511,-0.044891357,7.8122864,1.6142883,WALKING
1569902187530,-5.4061127,13.041824,-5.029022,WALKING
1569902187548,-3.4374847,14.291,-0.4686737,WALKING
1569902187568,-2.2798767,12.594101,0.5925598,WALKING
1569902187588,-0.058670044,10.939713,2.4540558,WALKING
1569902187608,1.193512,9.353546,-0.31124878,WALKING
1569902187628,-0.13108826,8.407837,-0.29389954,WALKING
1569902187648,-0.35435486,7.870346,-0.6386566,WALKING
1569902187668,0.5081787,8.062485,-1.3413544,WALKING
1569902187688,-1.177948,7.8535767,-0.3902588,WALKING
1569902187712,-1.7525635,7.719513,0.0688324,WALKING
1569902187728,-1.2048798,8.009216,0.8128357,WALKING
1569902187752,-0.48184204,7.656662,0.8265991,WALKING
1569902187767,-0.37709045,6.8091125,-0.92774963,WALKING
1569902187787,-1.149231,7.624344,-1.0223389,WALKING
1569902187808,-1.1923218,9.338593,0.8894501,WALKING
1569902187831,-0.032333374,10.459671,1.5837708,WALKING
1569902187847,0.205307,11.674728,0.97802734,WALKING
1569902187867,-1.5640106,12.149384,0.20352173,WALKING
1569902187889,-1.9345245,14.322708,0.53630066,WALKING
1569902187907,-0.53570557,15.227127,2.8353424,WALKING
1569902187928,-0.7236481,13.831909,-0.9935913,WALKING
1569902187951,-0.8744812,15.323486,-1.9039917,WALKING
1569902187967,-0.87568665,13.236343,0.25857544,WALKING
1569902187987,1.9099884,9.615707,-1.640625,WALKING
1569902188007,1.2605591,11.4832,-1.2821045,WALKING
1569902188028,1.4526825,17.603973,0.15982056,WALKING
1569902188046,2.6701355,19.114105,-0.20352173,WALKING
1569902188067,2.900589,16.324265,1.0881653,WALKING
1569902188086,1.2336121,15.020035,0.15382385,WALKING
1569902188108,1.5861664,12.9322815,-2.364273,WALKING
1569902188126,0.05088806,10.802048,-1.3533173,WALKING
1569902188147,-1.7381897,8.458725,-3.1016846,WALKING
1569902188168,-0.29389954,5.9166718,-2.8910065,WALKING
1569902188187,2.070984,3.8959656,-1.972229,WALKING
1569902188206,3.3016052,2.323578,0.032318115,WALKING
1569902188227,2.3672638,0.99897766,0.4980011,WALKING
1569902188246,2.3068085,-0.16999817,0.7649536,WALKING
1569902188266,1.7944641,-0.7649536,1.1983032,WALKING
1569902188286,1.2850952,-0.5482788,1.6424255,WALKING
1569902188306,1.6585846,0.4393463,2.9335022,WALKING
1569902188326,1.6544037,2.4259186,5.383362,WALKING
1569902188346,0.60572815,8.351578,9.239227,WALKING
1569902188366,-1.2449951,21.86026,14.798569,WALKING
1569902188387,1.6148987,26.341614,15.89032,WALKING
1569902188406,1.6968994,12.540237,7.969696,WALKING
1569902188427,3.3698425,1.4520874,3.7654877,WALKING
1569902188446,6.3979034,2.4995575,6.914459,WALKING
1569902188466,2.9670258,19.080002,7.266403,WALKING
1569902188486,1.60112,22.577927,4.134796,WALKING
1569902188506,2.8227692,0.28970337,-12.435486,WALKING
1569902188528,8.654449,-3.0579987,-2.418747,WALKING
1569902188546,6.3542175,6.7540436,7.0383606,WALKING
1569902188566,-3.8277283,13.285431,-3.3901978,WALKING
1569902188590,-7.0898285,16.874939,-1.9039917,WALKING
1569902188606,-4.458008,15.491089,-0.3429718,WALKING
1569902188626,-2.7257996,10.363907,2.7317963,WALKING
1569902188645,1.3192139,6.9629364,1.3557129,WALKING
1569902188665,4.8159485,6.893509,-0.42617798,WALKING
1569902188685,1.5975342,7.7225037,0.06404114,WALKING
1569902188705,-1.1252747,8.580215,-1.2162628,WALKING
1569902188728,-1.7860718,8.8124695,-0.541687,WALKING
1569902188745,-1.0863647,7.7721863,0.46746826,WALKING
1569902188765,-0.6320648,7.2951355,0.86431885,WALKING
1569902188785,-0.8385773,7.76799,0.6003418,WALKING
1569902188805,-0.6033325,7.673416,0.12988281,WALKING
1569902188825,-0.28251648,7.681198,-1.2048798,WALKING
1569902188845,-0.4872284,8.034348,-1.0606384,WALKING
1569902188865,-0.1903534,9.516357,0.9750519,WALKING
1569902188885,0.5231323,10.511139,1.7052765,WALKING
1569902188905,-0.23583984,11.355103,0.41958618,WALKING
1569902188925,-2.6210632,12.0069275,-1.0229187,WALKING
1569902188945,-3.4757843,13.555374,-0.98402405,WALKING
1569902188964,-0.7733307,15.483902,2.676117,WALKING
1569902188985,0.9505005,13.232162,3.6355896,WALKING
1569902189006,-0.22445679,12.56897,-1.1007385,WALKING
1569902189024,-2.3780518,14.987701,0.68174744,WALKING
1569902189045,-0.91877747,11.990158,-1.2042847,WALKING
1569902189064,2.427124,10.423752,-2.5641937,WALKING
1569902189085,2.324173,13.812149,-2.7066498,WALKING
1569902189104,3.75531,17.305893,-2.4732208,WALKING
1569902189124,4.4532166,17.949936,1.2425995,WALKING
1569902189144,2.813797,16.515808,1.3958282,WALKING
1569902189164,2.7934418,14.890137,-0.41360474,WALKING
1569902189184,0.6147156,12.624023,0.13647461,WALKING
1569902189204,-2.094925,9.189545,-2.1170807,WALKING
1569902189224,-2.042862,6.138138,-3.5679626,WALKING
1569902189244,0.529129,3.8450928,-2.6276398,WALKING
1569902189264,2.8688507,2.1128845,-0.8882599,WALKING
1569902189284,2.169159,1.063034,0.1765747,WALKING
1569902189304,2.0614014,0.0095825195,1.0139465,WALKING
1569902189324,1.9674377,-0.61531067,1.5801849,WALKING
1569902189344,1.577179,-0.60513306,1.6400299,WALKING
1569902189364,1.6789398,0.15203857,1.8896332,WALKING
1569902189384,2.2182312,2.2613373,3.763092,WALKING
1569902189403,2.2679138,6.7342987,4.90094,WALKING
1569902189425,2.1392212,17.1389,8.994415,WALKING
1569902189443,3.7092133,26.44934,16.80072,WALKING
1569902189464,4.4759674,17.432785,13.396164,WALKING
1569902189483,0.30168152,6.645111,4.312561,WALKING
1569902189504,2.7365723,-0.61291504,6.185425,WALKING
1569902189525,5.4533997,2.6773224,8.959106,WALKING
1569902189543,1.3102264,20.543442,7.0263824,WALKING
1569902189564,2.0925293,22.813751,2.3110046,WALKING
1569902189583,3.190277,0.9044037,-9.060257,WALKING
1569902189603,6.9868774,-0.631485,-0.6500244,WALKING
1569902189623,5.0170593,8.543716,4.613022,WALKING
1569902189643,-2.1446075,12.155365,-3.7696838,WALKING
1569902189664,-4.3784027,14.206604,-1.5634155,WALKING
1569902189685,-3.6314087,13.807358,0.74819946,WALKING
1569902189703,-3.3028107,11.127655,2.3762512,WALKING
1569902189723,0.03352356,8.522171,-0.18974304,WALKING
1569902189743,2.466629,8.115753,-0.26994324,WALKING
1569902189763,1.3934326,7.936783,0.12988281,WALKING
1569902189785,-0.45489502,8.139099,-1.1863403,WALKING
1569902189804,-0.78230286,8.332428,-1.189331,WALKING
1569902189823,-1.0612335,7.669235,-0.34776306,WALKING
1569902189844,-0.99420166,7.5800476,0.041305542,WALKING
1569902189863,-1.1665802,8.000229,0.9067993,WALKING
1569902189882,-1.5765839,7.2035675,0.7852936,WALKING
1569902189903,-2.1685486,7.0132294,-1.4556732,WALKING
1569902189923,-1.8543091,8.889679,-0.60095215,WALKING
1569902189942,-0.40402222,9.8246155,0.67996216,WALKING
1569902189963,0.56025696,9.8168335,1.00737,WALKING
1569902189982,-0.030532837,10.842148,0.3651123,WALKING
1569902190002,-1.9075928,11.780075,-0.8673096,WALKING
1569902190024,-2.4995575,13.413513,-1.7046814,WALKING
1569902190042,-0.34417725,15.59404,1.7705231,WALKING
1569902190063,0.4584961,13.666107,2.2038727,WALKING
1569902190082,-0.93614197,13.017883,-0.628479,WALKING
1569902190101,-0.9139862,15.319305,1.2826996,WALKING
1569902190123,-1.201294,12.573151,-0.44651794,WALKING
1569902190141,1.4185638,9.669586,-2.716217,WALKING
1569902190161,1.8591003,12.078751,-1.4155731,WALKING
1569902190183,2.5163116,16.774979,0.5782013,WALKING
1569902190202,2.8562927,17.892471,0.9798279,WALKING
1569907900335,2.719818,10.550049,4.7560883,DOWNSTAIRS
1569907900354,4.577713,10.763138,5.685028,DOWNSTAIRS
1569907900374,4.0390167,11.141418,4.8877563,DOWNSTAIRS
1569907900393,3.502716,11.060013,3.7457275,DOWNSTAIRS
1569907900413,2.7521362,7.6937714,1.1324615,DOWNSTAIRS
1569907900434,1.4472961,6.3494263,2.1475983,DOWNSTAIRS
1569907900454,1.3982086,5.695801,2.364273,DOWNSTAIRS
1569907900473,0.81163025,4.9476166,1.940506,DOWNSTAIRS
1569907900494,0.6607971,5.134369,3.2249908,DOWNSTAIRS
1569907900514,0.77812195,5.628769,2.652771,DOWNSTAIRS
1569907900533,1.5598297,6.032196,2.6240387,DOWNSTAIRS
1569907900554,1.9033966,6.262039,3.5948944,DOWNSTAIRS
1569907900574,1.5610199,6.3302765,4.3502655,DOWNSTAIRS
1569907900594,1.901001,7.229294,3.3734283,DOWNSTAIRS
1569907900614,1.9572601,7.586029,1.3766632,DOWNSTAIRS
1569907900634,1.8734589,6.739685,1.95607,DOWNSTAIRS
1569907900654,1.7980499,7.2867584,2.8479004,DOWNSTAIRS
1569907900673,1.3144226,10.360901,2.276886,DOWNSTAIRS
1569907900692,1.0343018,13.879181,3.4883575,DOWNSTAIRS
1569907900713,-0.01675415,15.818497,5.032608,DOWNSTAIRS
1569907900734,-0.7769165,13.727158,4.910507,DOWNSTAIRS
1569907900752,-0.013168335,12.825745,10.736801,DOWNSTAIRS
1569907900775,1.5023651,12.928696,12.21521,DOWNSTAIRS
1569907900792,3.3494873,10.25795,9.453506,DOWNSTAIRS
1569907900811,1.3407593,8.294708,10.01973,DOWNSTAIRS
1569907900833,-1.2461853,8.372528,9.50737,DOWNSTAIRS
1569907900853,-2.47081,9.807846,7.4220276,DOWNSTAIRS
1569907900873,-2.5366516,8.5568695,5.391739,DOWNSTAIRS
1569907900891,-2.0817566,5.6586914,3.6020813,DOWNSTAIRS
1569907900913,-1.5646057,3.5278625,2.118866,DOWNSTAIRS
1569907900933,-0.4118042,2.4624329,1.371872,DOWNSTAIRS
1569907900952,0.8535309,2.1332397,1.7178345,DOWNSTAIRS
1569907900976,1.6962891,1.572998,2.6336212,DOWNSTAIRS
1569907900991,2.0458527,0.6392517,3.815155,DOWNSTAIRS
1569907901010,1.8938141,2.0374603,2.9197235,DOWNSTAIRS
1569907901032,1.9177551,6.7707977,0.9229584,DOWNSTAIRS
1569907901053,2.5198975,11.743561,1.0414734,DOWNSTAIRS
1569907901073,3.715805,10.399216,3.7337646,DOWNSTAIRS
1569907901090,3.3961792,7.7979126,4.313156,DOWNSTAIRS
1569907901110,1.9895782,7.381317,3.664322,DOWNSTAIRS
1569907901130,0.5123596,7.7069397,4.3311157,DOWNSTAIRS
1569907901151,-0.9349365,10.518921,5.333084,DOWNSTAIRS
1569907901176,-0.83917236,15.460556,3.4608154,DOWNSTAIRS
1569907901191,1.6903076,15.330078,0.69911194,DOWNSTAIRS
1569907901209,4.691437,14.019241,-0.846344,DOWNSTAIRS
1569907901231,6.4296265,13.016083,-0.5674286,DOWNSTAIRS
1569907901251,6.1914063,7.5668793,7.680603,DOWNSTAIRS
1569907901271,-1.233017,8.197754,4.4017334,DOWNSTAIRS
1569907901289,3.4488525,13.035233,6.7971344,DOWNSTAIRS
1569907901309,6.8402405,14.84166,7.52977,DOWNSTAIRS
1569907901330,4.6231995,10.384857,2.410965,DOWNSTAIRS
1569907901349,6.3793488,8.921997,3.9217072,DOWNSTAIRS
1569907901377,5.740097,9.126694,4.0617676,DOWNSTAIRS
1569907901389,2.9221191,8.663422,2.9281158,DOWNSTAIRS
1569907901409,0.8427582,7.656662,2.4145508,DOWNSTAIRS
1569907901428,-0.21548462,6.985077,3.1651306,DOWNSTAIRS
1569907901450,-0.1304779,6.325485,4.0964813,DOWNSTAIRS
1569907901470,0.375885,5.756851,3.8522644,DOWNSTAIRS
1569907901488,1.4018097,5.269638,3.7612915,DOWNSTAIRS
1569907901508,1.9416962,5.111618,3.4129333,DOWNSTAIRS
1569907901529,1.8662872,5.221756,2.9424744,DOWNSTAIRS
1569907901549,1.8806458,5.9112854,3.3554688,DOWNSTAIRS
1569907901578,2.3068085,6.4571686,4.1216125,DOWNSTAIRS
1569907901588,2.9029694,6.3338623,2.8431091,DOWNSTAIRS
1569907901608,2.9245148,6.376953,0.8140259,DOWNSTAIRS
1569907901628,2.269699,9.241623,0.4740448,DOWNSTAIRS
1569907901648,1.2485809,14.241913,3.894165,DOWNSTAIRS
1569907901669,-0.7517853,17.130508,6.183029,DOWNSTAIRS
1569907901687,-0.55784607,15.182831,5.7496796,DOWNSTAIRS
1569907901707,1.2066803,12.282257,11.747147,DOWNSTAIRS
1569907901730,2.6240387,11.874039,13.929459,DOWNSTAIRS
1569907901748,3.078949,11.258728,9.90242,DOWNSTAIRS
1569907901779,1.406601,10.534485,9.76236,DOWNSTAIRS
1569907901787,-0.35075378,11.520905,9.075226,DOWNSTAIRS
1569907901807,-2.3223724,11.292252,5.7448883,DOWNSTAIRS
1569907901827,-2.8694458,7.8146667,3.2992096,DOWNSTAIRS
1569907901847,-1.9776154,4.01149,2.1882935,DOWNSTAIRS
1569907901868,-1.0055695,1.538269,3.2537231,DOWNSTAIRS
1569907901886,1.7142487,-0.94451904,1.2916718,DOWNSTAIRS
1569907901907,1.280899,-1.1444244,1.0929565,DOWNSTAIRS
1569907901926,-0.21786499,-1.7070618,2.2733002,DOWNSTAIRS
1569907901946,-0.17118835,-0.39863586,0.8523407,DOWNSTAIRS
1569907901980,0.5793915,2.3223724,-0.59376526,DOWNSTAIRS
1569907901986,0.8236084,6.4607544,0.3615265,DOWNSTAIRS
1569907902006,1.8423309,11.853699,2.2828674,DOWNSTAIRS
1569907902026,3.1675262,13.687653,5.070923,DOWNSTAIRS
1569907902046,3.04422,11.118668,5.5006714,DOWNSTAIRS
1569907902066,2.118866,9.106354,5.537796,DOWNSTAIRS
1569907902086,1.4293365,11.729187,5.8681946,DOWNSTAIRS
1569907902105,1.2102661,14.783005,4.455612,DOWNSTAIRS
1569907902128,1.9704285,14.658493,2.8945923,DOWNSTAIRS
1569907902145,4.483139,14.344864,1.2677307,DOWNSTAIRS
1569907902179,5.956772,16.106995,0.57341003,DOWNSTAIRS
1569907902185,4.7800293,13.023254,2.9077606,DOWNSTAIRS
1569907902205,2.3894196,8.301895,1.3970184,DOWNSTAIRS
1569907902227,2.4229279,11.431122,7.1682434,DOWNSTAIRS
1569907902247,3.925293,12.474991,4.378998,DOWNSTAIRS
1569907902265,5.166687,12.070374,2.6695404,DOWNSTAIRS
1569907902285,4.673477,10.204086,2.0494385,DOWNSTAIRS
1569907902305,3.7720642,7.6937714,2.7377625,DOWNSTAIRS
1569907902325,2.027893,5.8717804,1.5442657,DOWNSTAIRS
1569907902345,0.786499,5.47554,1.083374,DOWNSTAIRS
1569907902381,0.3028717,6.2153473,0.9133911,DOWNSTAIRS
1569907902385,-0.3076477,6.8605804,1.1085205,DOWNSTAIRS
1569907902404,-0.36990356,6.582855,3.1328125,DOWNSTAIRS
1569907902425,0.06225586,5.6024323,4.0905,DOWNSTAIRS
1569907902445,0.8822632,5.621582,3.1352081,DOWNSTAIRS
1569907902464,1.6232758,6.3159027,1.6903076,DOWNSTAIRS
1569907902484,1.1528015,6.597229,2.0111237,DOWNSTAIRS
1569907902504,1.7525482,5.9507904,3.1399994,DOWNSTAIRS
1569907902524,2.2984314,6.3949127,1.8950043,DOWNSTAIRS
1569907902544,1.7752991,8.842987,-1.4209595,DOWNSTAIRS
1569907902581,0.044296265,12.637787,-1.4844055,DOWNSTAIRS
1569907902584,-0.30885315,16.448166,7.4962463,DOWNSTAIRS
1569907902603,-0.73143005,17.770966,11.531677,DOWNSTAIRS
1569907902625,-0.79248047,15.836441,10.384857,DOWNSTAIRS
1569907902645,-0.48602295,12.225998,10.927139,DOWNSTAIRS
1569907902664,1.6436157,7.547714,10.888824,DOWNSTAIRS
1569907902683,1.8399506,5.578491,11.566391,DOWNSTAIRS
1569907902704,0.2166748,8.295914,9.671371,DOWNSTAIRS
1569907902723,-1.8567047,9.800659,7.673416,DOWNSTAIRS
1569907902744,-2.5246887,7.6506653,6.4930725,DOWNSTAIRS
1569907902781,-1.7872772,4.5956726,3.5470123,DOWNSTAIRS
1569907902783,-0.7266388,2.1954803,1.004364,DOWNSTAIRS
1569907902802,0.8666992,-0.02633667,1.0522461,DOWNSTAIRS
1569907902824,1.8291626,-1.5406647,2.2780762,DOWNSTAIRS
1569907902844,2.2589264,-1.1899109,1.8806458,DOWNSTAIRS
1569907902864,3.6535492,1.909378,-1.9297333,DOWNSTAIRS
1569907902882,2.7305908,7.712921,-2.0075378,DOWNSTAIRS
1569907902902,0.76734924,11.990158,3.2716827,DOWNSTAIRS
1569907902922,0.24182129,11.822571,6.0824738,DOWNSTAIRS
1569907902943,0.13887024,7.5489197,5.556946,DOWNSTAIRS
1569907902964,0.12449646,4.1060486,4.2006226,DOWNSTAIRS
1569907902982,0.3148346,5.1451416,3.0609894,DOWNSTAIRS
1569907903034,0.7565613,11.028885,1.312027,DOWNSTAIRS
1569907903034,2.4181366,21.594498,0.89782715,DOWNSTAIRS
1569907903041,6.503845,21.546616,5.0457764,DOWNSTAIRS
1569907903062,9.0225525,16.027985,6.5864563,DOWNSTAIRS
1569907903081,1.5227051,9.8688965,-4.0150757,DOWNSTAIRS
1569907903101,2.0973206,5.8634033,3.609253,DOWNSTAIRS
1569907903121,5.391739,14.478928,7.929596,DOWNSTAIRS
1569907903141,4.8446655,17.662033,7.0772552,DOWNSTAIRS
1569907903168,4.0725403,13.856445,3.6104584,DOWNSTAIRS
1569907903184,4.4927216,11.504135,3.7780457,DOWNSTAIRS
1569907903202,4.84227,9.244019,2.3259735,DOWNSTAIRS
1569907903220,3.4009705,7.8493958,0.89782715,DOWNSTAIRS
1569907903240,1.6747437,7.0892334,2.0386658,DOWNSTAIRS
1569907903260,0.89901733,6.8797455,2.395401,DOWNSTAIRS
1569907903280,0.8427582,6.272812,1.5562286,DOWNSTAIRS
1569907903300,0.9229584,5.404907,0.37348938,DOWNSTAIRS
1569907903320,0.7110748,4.960785,-0.3615265,DOWNSTAIRS
1569907903340,0.9935913,5.846634,1.3970184,DOWNSTAIRS
1569907903365,1.8148041,6.8282623,1.8626862,DOWNSTAIRS
1569907903380,1.7537537,6.027405,1.5358734,DOWNSTAIRS
